id,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,updated,ratio,result
155845161,3204,120,253,4,0,it,14-02-15 10:54,2.108333333,TRUE_account
157290467,1875,97,198,525,0,it,14-02-15 10:54,2.041237113,TRUE_account
158859711,1287,22,105,4,0,it,14-02-15 10:54,4.772727273,TRUE_account
159923003,6793,210,175,23,2,it,14-02-15 10:54,0.833333333,TRUE_account
159931202,431,29,195,12,0,en,14-02-15 10:54,6.724137931,TRUE_account
160466484,32223,4053,956,3025,54,it,14-02-15 10:54,0.235874661,TRUE_account
160883386,107,89,81,4,0,it,14-02-15 10:54,0.91011236,TRUE_account
161612145,8679,274,251,257,37,en,14-02-15 10:54,0.916058394,TRUE_account
161845690,5707,281,259,2535,1,it,14-02-15 10:54,0.921708185,TRUE_account
163025432,485,423,400,0,1,it,14-02-15 10:54,0.945626478,TRUE_account
163354973,834,102,252,15,0,it,14-02-15 10:54,2.470588235,TRUE_account
163425928,666,33,135,1,0,it,14-02-15 10:54,4.090909091,TRUE_account
163932767,6812,163,445,253,2,it,14-02-15 10:54,2.73006135,TRUE_account
164074870,1462,68,96,6,0,en,14-02-15 10:54,1.411764706,TRUE_account
165042220,746,61,203,9,0,it,14-02-15 10:54,3.327868852,TRUE_account
165751518,28833,329,588,61,11,it,14-02-15 10:54,1.787234043,TRUE_account
166094049,1583,46,98,3756,2,it,14-02-15 10:54,2.130434783,TRUE_account
168422352,572,133,209,37,0,it,14-02-15 10:54,1.571428571,TRUE_account
168761446,2917,395,700,12,8,it,14-02-15 10:54,1.772151899,TRUE_account
170352080,12381,297,215,259,3,it,14-02-15 10:54,0.723905724,TRUE_account
170384943,5299,1218,554,13,18,it,14-02-15 10:54,0.454844007,TRUE_account
170642321,2511,66,58,0,0,it,14-02-15 10:54,0.878787879,TRUE_account
170649757,9,19,139,3,0,it,14-02-15 10:54,7.315789474,TRUE_account
170745775,154,45,94,6,0,en,14-02-15 10:54,2.088888889,TRUE_account
171422343,861,32,93,2,1,it,14-02-15 10:54,2.90625,TRUE_account
173006814,716,149,428,109,0,en,14-02-15 10:54,2.872483221,TRUE_account
173164569,4428,1228,970,934,4,it,14-02-15 10:54,0.78990228,TRUE_account
173662542,9115,464,410,3531,9,it,14-02-15 10:54,0.88362069,TRUE_account
173788566,259,97,126,53,0,it,14-02-15 10:54,1.298969072,TRUE_account
174747861,18470,1341,2002,4279,7,it,14-02-15 10:54,1.492915735,TRUE_account
174762418,2493,275,549,8,0,it,14-02-15 10:54,1.996363636,TRUE_account
176362396,1549,92,469,399,0,it,14-02-15 10:54,5.097826087,TRUE_account
178507135,47918,3074,1686,434,42,it,14-02-15 10:54,0.548471047,TRUE_account
181191549,280,117,184,4,1,en,14-02-15 10:54,1.572649573,TRUE_account
181477746,12834,678,337,1903,12,it,14-02-15 10:54,0.497050147,TRUE_account
182342223,1172,206,341,77,1,it,14-02-15 10:54,1.655339806,TRUE_account
183148817,32448,1330,1609,834,23,it,14-02-15 10:54,1.209774436,TRUE_account
183149280,144,58,194,67,0,it,14-02-15 10:54,3.344827586,TRUE_account
183201799,4392,418,1020,6,1,it,14-02-15 10:54,2.440191388,TRUE_account
183559621,3450,127,123,11,3,it,14-02-15 10:54,0.968503937,TRUE_account
184102704,691,61,153,34,0,it,14-02-15 10:54,2.508196721,TRUE_account
184812764,6554,411,560,637,10,it,14-02-15 10:54,1.362530414,TRUE_account
185390609,1824,156,91,57,4,it,14-02-15 10:54,0.583333333,TRUE_account
187185454,3110,128,178,63,2,it,14-02-15 10:54,1.390625,TRUE_account
187491410,922,174,383,67,0,it,14-02-15 10:54,2.201149425,TRUE_account
189179659,15703,337,321,123,4,it,14-02-15 10:54,0.952522255,TRUE_account
189263728,185,128,487,121,2,it,14-02-15 10:54,3.8046875,TRUE_account
190225727,117,20,92,2,0,it,14-02-15 10:54,4.6,TRUE_account
190569663,2630,44,133,16,1,it,14-02-15 10:54,3.022727273,TRUE_account
190591610,3800,110,270,251,1,it,14-02-15 10:54,2.454545455,TRUE_account
191391803,1535,56,158,96,1,it,14-02-15 10:54,2.821428571,TRUE_account
191781461,363,35,236,11,0,it,14-02-15 10:54,6.742857143,TRUE_account
193657123,3597,111,209,1,1,it,14-02-15 10:54,1.882882883,TRUE_account
193786482,471,87,361,3,1,it,14-02-15 10:54,4.149425287,TRUE_account
194232740,450,46,205,6,1,it,14-02-15 10:54,4.456521739,TRUE_account
194896850,1359,1084,410,11,19,it,14-02-15 10:54,0.378228782,TRUE_account
195322597,178,70,176,20,1,it,14-02-15 10:54,2.514285714,TRUE_account
195413637,604,80,206,0,0,it,14-02-15 10:54,2.575,TRUE_account
196514953,5811,1578,332,11,35,it,14-02-15 10:54,0.210392902,TRUE_account
196852073,733,104,268,1,1,it,14-02-15 10:54,2.576923077,TRUE_account
197027748,108,104,81,31,1,it,14-02-15 10:54,0.778846154,TRUE_account
197336556,274,20,80,4,0,it,14-02-15 10:54,4,TRUE_account
197347453,11114,737,1968,437,2,it,14-02-15 10:54,2.670284939,TRUE_account
198136015,568,158,209,19,2,it,14-02-15 10:54,1.32278481,TRUE_account
198196003,165,45,179,0,0,it,14-02-15 10:54,3.977777778,TRUE_account
198418075,4837,222,338,5,0,it,14-02-15 10:54,1.522522523,TRUE_account
198678682,5217,254,170,67,3,it,14-02-15 10:54,0.669291339,TRUE_account
199147059,30,9,37,0,0,it,14-02-15 10:54,4.111111111,TRUE_account
199597851,2894,80,145,10,1,it,14-02-15 10:54,1.8125,TRUE_account
200293129,4140,205,770,10,1,it,14-02-15 10:54,3.756097561,TRUE_account
200482073,324,82,128,8,0,it,14-02-15 10:54,1.56097561,TRUE_account
201012406,5315,219,383,186,3,it,14-02-15 10:54,1.748858447,TRUE_account
202244649,593,193,879,16,0,it,14-02-15 10:54,4.554404145,TRUE_account
202555952,18860,1377,693,646,50,it,14-02-15 10:54,0.503267974,TRUE_account
203107523,1806,193,117,393,1,it,14-02-15 10:54,0.606217617,TRUE_account
204299339,1096,45,289,84,0,it,14-02-15 10:54,6.422222222,TRUE_account
204480603,759,286,1625,2,1,it,14-02-15 10:54,5.681818182,TRUE_account
206615715,5311,1249,886,296,37,it,14-02-15 10:54,0.709367494,TRUE_account
209128079,903,126,273,6,1,it,14-02-15 10:54,2.166666667,TRUE_account
209559462,360,14,38,4,0,it,14-02-15 10:54,2.714285714,TRUE_account
209733883,7227,786,834,2356,9,it,14-02-15 10:54,1.061068702,TRUE_account
210459173,19620,1084,899,38,26,it,14-02-15 10:54,0.829335793,TRUE_account
210483287,595,102,219,19,2,it,14-02-15 10:54,2.147058824,TRUE_account
210514893,1215,105,547,14,0,it,14-02-15 10:54,5.20952381,TRUE_account
211487690,634,430,546,5,3,it,14-02-15 10:54,1.269767442,TRUE_account
211904475,2941,1230,1428,40,54,it,14-02-15 10:54,1.16097561,TRUE_account
212175167,3784,336,787,173,3,it,14-02-15 10:54,2.342261905,TRUE_account
212292079,185,12,66,4,0,it,14-02-15 10:54,5.5,TRUE_account
212724606,288,42,148,21,3,it,14-02-15 10:54,3.523809524,TRUE_account
212953427,440,58,256,1,1,it,14-02-15 10:54,4.413793103,TRUE_account
213061611,1799,97,348,36,1,it,14-02-15 10:54,3.587628866,TRUE_account
215216086,1200,4878,5335,2899,13,it,14-02-15 10:54,1.093685937,TRUE_account
216361529,1336,152,193,355,0,it,14-02-15 10:54,1.269736842,TRUE_account
216790973,648,95,89,59,3,it,14-02-15 10:54,0.936842105,TRUE_account
217350735,225,77,178,219,1,it,14-02-15 10:54,2.311688312,TRUE_account
218071279,276,87,171,40,1,it,14-02-15 10:54,1.965517241,TRUE_account
219346690,4775,209,1163,8,2,it,14-02-15 10:54,5.564593301,TRUE_account
219617010,446,111,528,15,0,it,14-02-15 10:54,4.756756757,TRUE_account
221173559,1580,834,993,53,2,it,14-02-15 10:54,1.190647482,TRUE_account
221690177,2541,143,276,231,3,it,14-02-15 10:54,1.93006993,TRUE_account
221742699,205,41,175,3,0,it,14-02-15 10:54,4.268292683,TRUE_account
223533298,982,75,290,89,0,it,14-02-15 10:54,3.866666667,TRUE_account
223840972,630,86,185,1,2,it,14-02-15 10:54,2.151162791,TRUE_account
225045616,512,99,163,25,0,it,14-02-15 10:54,1.646464646,TRUE_account
225323618,6566,313,646,135,8,it,14-02-15 10:54,2.063897764,TRUE_account
226197498,16432,1119,1529,2215,13,it,14-02-15 10:54,1.36639857,TRUE_account
226964193,16490,260,350,1492,2,it,14-02-15 10:54,1.346153846,TRUE_account
227817668,26,11,93,2,0,it,14-02-15 10:54,8.454545455,TRUE_account
228056042,9317,161,195,2,3,it,14-02-15 10:54,1.211180124,TRUE_account
228306355,891,68,267,5,1,en,14-02-15 10:54,3.926470588,TRUE_account
228708687,1325,107,98,263,0,it,14-02-15 10:54,0.91588785,TRUE_account
229298733,2186,193,320,24,1,fr,14-02-15 10:54,1.658031088,TRUE_account
229758375,1924,62,157,426,1,it,14-02-15 10:54,2.532258065,TRUE_account
231058132,189,27,54,17,0,it,14-02-15 10:54,2,TRUE_account
231377654,3316,378,662,3,4,it,14-02-15 10:54,1.751322751,TRUE_account
232560751,10677,2436,1978,1204,10,it,14-02-15 10:54,0.811986864,TRUE_account
233245609,1080,79,360,10,0,it,14-02-15 10:54,4.556962025,TRUE_account
233287464,1828,129,340,15,0,it,14-02-15 10:54,2.635658915,TRUE_account
234715592,798,29,105,3,0,it,14-02-15 10:54,3.620689655,TRUE_account
235303172,642,68,122,190,0,it,14-02-15 10:54,1.794117647,TRUE_account
237747438,2818,101,229,557,0,it,14-02-15 10:54,2.267326733,TRUE_account
238107344,1260,105,230,25,1,it,14-02-15 10:54,2.19047619,TRUE_account
240346934,4279,132,892,6,2,it,14-02-15 10:54,6.757575758,TRUE_account
242064566,49,166,417,6,3,en,14-02-15 10:54,2.512048193,TRUE_account
242123621,362,72,112,1,0,it,14-02-15 10:54,1.555555556,TRUE_account
242301103,3427,396,962,13,5,it,14-02-15 10:54,2.429292929,TRUE_account
242319331,52,24,137,0,0,it,14-02-15 10:54,5.708333333,TRUE_account
242341704,24423,1057,1433,1834,16,it,14-02-15 10:54,1.355723746,TRUE_account
243891976,1670,257,1462,145,2,it,14-02-15 10:54,5.688715953,TRUE_account
244625605,1206,80,346,14,0,en,14-02-15 10:54,4.325,TRUE_account
245306807,2161,150,137,266,1,it,14-02-15 10:54,0.913333333,TRUE_account
245430145,518,148,488,17,0,it,14-02-15 10:54,3.297297297,TRUE_account
245953131,1379,66,662,236,0,it,14-02-15 10:54,10.03030303,TRUE_account
245970658,3332,269,253,281,1,it,14-02-15 10:54,0.940520446,TRUE_account
246208736,4235,111,163,47,2,it,14-02-15 10:54,1.468468468,TRUE_account
246886628,1075,75,160,163,0,it,14-02-15 10:54,2.133333333,TRUE_account
249122012,438,35,316,2,0,it,14-02-15 10:54,9.028571429,TRUE_account
249692862,103,14,50,0,0,it,14-02-15 10:54,3.571428571,TRUE_account
250171190,2053,597,1994,19,4,it,14-02-15 10:54,3.340033501,TRUE_account
250842076,639,48,123,1,1,it,14-02-15 10:54,2.5625,TRUE_account
250851165,3863,102,90,457,1,it,14-02-15 10:54,0.882352941,TRUE_account
251313896,1573,54,109,37,1,it,14-02-15 10:54,2.018518519,TRUE_account
251500925,506,20,22,6,0,it,14-02-15 10:54,1.1,TRUE_account
252516822,1823,118,275,42,5,it,14-02-15 10:54,2.330508475,TRUE_account
252686122,1598,39,74,16,2,it,14-02-15 10:54,1.897435897,TRUE_account
253281330,768,68,143,60,0,it,14-02-15 10:54,2.102941176,TRUE_account
254558097,1350,64,427,767,0,en,14-02-15 10:54,6.671875,TRUE_account
255656786,2386,338,400,810,6,it,14-02-15 10:54,1.183431953,TRUE_account
256598881,741,311,904,62,3,it,14-02-15 10:54,2.906752412,TRUE_account
256689270,217,47,73,216,0,it,14-02-15 10:54,1.553191489,TRUE_account
257399906,1550,256,490,176,0,it,14-02-15 10:54,1.9140625,TRUE_account
258762800,438,23,106,3,0,it,14-02-15 10:54,4.608695652,TRUE_account
259160079,2074,94,361,216,0,en,14-02-15 10:54,3.840425532,TRUE_account
259428725,1188,65,235,1,1,it,14-02-15 10:54,3.615384615,TRUE_account
259773527,2698,136,222,159,0,it,14-02-15 10:54,1.632352941,TRUE_account
259894552,1347,70,255,6,0,it,14-02-15 10:54,3.642857143,TRUE_account
259934562,1148,141,599,20,2,it,14-02-15 10:54,4.24822695,TRUE_account
260636096,3511,156,516,87,1,it,14-02-15 10:54,3.307692308,TRUE_account
260693820,3693,172,370,105,0,it,14-02-15 10:54,2.151162791,TRUE_account
261223538,9950,658,701,18,11,it,14-02-15 10:54,1.065349544,TRUE_account
262100774,15238,516,801,30,3,en,14-02-15 10:54,1.552325581,TRUE_account
262165317,195,19,53,58,0,it,14-02-15 10:54,2.789473684,TRUE_account
262199092,3053,155,285,390,0,it,14-02-15 10:54,1.838709677,TRUE_account
262235136,1086,141,249,1015,3,it,14-02-15 10:54,1.765957447,TRUE_account
262328083,977,70,202,138,1,it,14-02-15 10:54,2.885714286,TRUE_account
262898875,2846,289,201,61,9,it,14-02-15 10:54,0.69550173,TRUE_account
263278290,948,66,236,0,1,it,14-02-15 10:54,3.575757576,TRUE_account
264333523,3134,191,778,80,2,it,14-02-15 10:54,4.073298429,TRUE_account
264801154,2171,189,313,148,0,it,14-02-15 10:54,1.656084656,TRUE_account
265419912,1583,230,273,417,1,it,14-02-15 10:54,1.186956522,TRUE_account
265529493,69,40,56,0,0,it,14-02-15 10:54,1.4,TRUE_account
268773741,2177,88,281,437,1,it,14-02-15 10:54,3.193181818,TRUE_account
269535022,1848,778,1999,0,3,it,14-02-15 10:54,2.56940874,TRUE_account
270472440,2230,93,159,401,3,it,14-02-15 10:54,1.709677419,TRUE_account
271032827,165,30,314,1,0,it,14-02-15 10:54,10.46666667,TRUE_account
272876921,17681,937,1491,105,18,en,14-02-15 10:54,1.591248666,TRUE_account
273686840,5845,611,745,547,9,en,14-02-15 10:54,1.219312602,TRUE_account
274536794,3144,93,239,461,1,it,14-02-15 10:54,2.569892473,TRUE_account
279139861,5544,260,522,124,1,it,14-02-15 10:54,2.007692308,TRUE_account
279147035,556,237,358,38,3,it,14-02-15 10:54,1.510548523,TRUE_account
279211405,660,757,263,34,22,it,14-02-15 10:54,0.347424042,TRUE_account
279461605,331,95,396,8,0,it,14-02-15 10:54,4.168421053,TRUE_account
279557700,4633,158,413,59,4,it,14-02-15 10:54,2.613924051,TRUE_account
279644158,13511,1103,1999,1069,14,it,14-02-15 10:54,1.812330009,TRUE_account
282738890,4,33,523,0,0,it,14-02-15 10:54,15.84848485,TRUE_account
283521316,1420,49,97,36,0,it,14-02-15 10:54,1.979591837,TRUE_account
283906965,1277,190,275,11,2,it,14-02-15 10:54,1.447368421,TRUE_account
284481700,2692,591,899,43,5,it,14-02-15 10:54,1.521150592,TRUE_account
284657297,2882,63,428,8,2,it,14-02-15 10:54,6.793650794,TRUE_account
285724171,2500,90,137,504,1,it,14-02-15 10:54,1.522222222,TRUE_account
286790717,847,49,79,2,0,it,14-02-15 10:54,1.612244898,TRUE_account
286798567,19978,866,1524,580,18,it,14-02-15 10:54,1.759815242,TRUE_account
287557719,668,38,71,204,0,it,14-02-15 10:54,1.868421053,TRUE_account
288148846,2388,122,342,83,1,it,14-02-15 10:54,2.803278689,TRUE_account
288798453,146,47,315,1,0,it,14-02-15 10:54,6.70212766,TRUE_account
289859824,4542,184,204,1686,2,it,14-02-15 10:54,1.108695652,TRUE_account
290723075,22679,560,661,381,7,it,14-02-15 10:54,1.180357143,TRUE_account
290734286,6151,104,190,28,2,it,14-02-15 10:54,1.826923077,TRUE_account
291290779,576,78,209,0,2,it,14-02-15 10:54,2.679487179,TRUE_account
291314239,129,8,78,1,0,it,14-02-15 10:54,9.75,TRUE_account
291403211,8784,353,582,37,3,it,14-02-15 10:54,1.648725212,TRUE_account
292565648,2291,93,287,290,0,it,14-02-15 10:54,3.086021505,TRUE_account
292577710,145,17,72,1,0,nl,14-02-15 10:54,4.235294118,TRUE_account
292912980,1029,207,414,0,3,it,14-02-15 10:54,2,TRUE_account
293394867,16722,751,1953,1740,10,it,14-02-15 10:54,2.600532623,TRUE_account
295168932,1406,319,1027,22,1,it,14-02-15 10:54,3.219435737,TRUE_account
295788103,18528,852,1409,88,9,it,14-02-15 10:54,1.653755869,TRUE_account
295961505,1166,82,92,511,0,it,14-02-15 10:54,1.12195122,TRUE_account
296876973,3266,384,1172,39,6,it,14-02-15 10:54,3.052083333,TRUE_account
296999433,507,34,88,35,0,it,14-02-15 10:54,2.588235294,TRUE_account
298018338,1019,143,213,160,0,it,14-02-15 10:54,1.48951049,TRUE_account
298459779,1401,203,441,275,2,it,14-02-15 10:54,2.172413793,TRUE_account
298489056,203,97,255,66,3,it,14-02-15 10:54,2.628865979,TRUE_account
299837277,3866,533,51,0,15,it,14-02-15 10:54,0.095684803,TRUE_account
299837762,669,284,362,69,2,it,14-02-15 10:54,1.274647887,TRUE_account
300796010,1128,396,1158,8,1,it,14-02-15 10:54,2.924242424,TRUE_account
300838107,986,43,101,13,1,it,14-02-15 10:54,2.348837209,TRUE_account
302114763,638,139,176,1,2,en,14-02-15 10:54,1.26618705,TRUE_account
305386550,124,26,55,4,0,it,14-02-15 10:54,2.115384615,TRUE_account
305553835,108,13,28,2,0,it,14-02-15 10:54,2.153846154,TRUE_account
305551682,6532,181,237,70,1,it,14-02-15 10:54,1.309392265,TRUE_account
307790129,899,77,344,0,0,it,14-02-15 10:54,4.467532468,TRUE_account
308151060,1878,262,685,54,13,it,14-02-15 10:54,2.614503817,TRUE_account
308672071,8639,348,491,412,5,it,14-02-15 10:54,1.41091954,TRUE_account
309800578,842,77,200,3,0,it,14-02-15 10:54,2.597402597,TRUE_account
310250028,1911,112,137,86,0,it,14-02-15 10:54,1.223214286,TRUE_account
310401703,20,21,79,0,1,it,14-02-15 10:54,3.761904762,TRUE_account
310496499,6652,383,1828,235,1,it,14-02-15 10:54,4.772845953,TRUE_account
311394394,1587,57,276,84,2,en,14-02-15 10:54,4.842105263,TRUE_account
311505461,24,71,259,5,18,it,14-02-15 10:54,3.647887324,TRUE_account
314030119,1766,95,255,4,4,it,14-02-15 10:54,2.684210526,TRUE_account
314922007,77,30,46,20,1,it,14-02-15 10:54,1.533333333,TRUE_account
315436528,3119,426,653,344,1,it,14-02-15 10:54,1.53286385,TRUE_account
318661130,2642,207,868,39,4,it,14-02-15 10:54,4.193236715,TRUE_account
319054277,1780,62,346,274,1,it,14-02-15 10:54,5.580645161,TRUE_account
319091474,293,42,139,0,0,it,14-02-15 10:54,3.30952381,TRUE_account
320880780,853,62,388,38,0,it,14-02-15 10:54,6.258064516,TRUE_account
321266890,1843,262,323,98,4,it,14-02-15 10:54,1.232824427,TRUE_account
321281383,2222,159,227,69,0,it,14-02-15 10:54,1.427672956,TRUE_account
321425967,1171,1158,550,12,18,it,14-02-15 10:54,0.474956822,TRUE_account
322587980,178,40,248,24,0,it,14-02-15 10:54,6.2,TRUE_account
323379897,2069,131,356,336,2,it,14-02-15 10:54,2.717557252,TRUE_account
323809354,373,83,211,0,2,it,14-02-15 10:54,2.542168675,TRUE_account
323937090,2368,78,272,40,1,it,14-02-15 10:54,3.487179487,TRUE_account
324440293,825,76,396,130,0,it,14-02-15 10:54,5.210526316,TRUE_account
325551297,173,12,41,2,0,it,14-02-15 10:54,3.416666667,TRUE_account
326054560,530,138,429,53,0,it,14-02-15 10:54,3.108695652,TRUE_account
327397233,608,76,213,1,0,it,14-02-15 10:54,2.802631579,TRUE_account
327510902,266,39,180,7,0,it,14-02-15 10:54,4.615384615,TRUE_account
329008715,58,29,114,52,0,it,14-02-15 10:54,3.931034483,TRUE_account
329103684,1133,106,242,99,0,it,14-02-15 10:54,2.283018868,TRUE_account
330202919,154,17,96,1,0,it,14-02-15 10:54,5.647058824,TRUE_account
330327779,1225,60,289,66,0,it,14-02-15 10:54,4.816666667,TRUE_account
331312863,998,328,1435,58,0,it,14-02-15 10:54,4.375,TRUE_account
331875962,1280,88,613,19,0,it,14-02-15 10:54,6.965909091,TRUE_account
332389973,2391,332,351,27,0,it,14-02-15 10:54,1.057228916,TRUE_account
332699729,301,49,84,95,0,it,14-02-15 10:54,1.714285714,TRUE_account
335208230,3098,59,165,587,0,it,14-02-15 10:54,2.796610169,TRUE_account
335832794,1167,177,323,12,1,it,14-02-15 10:54,1.824858757,TRUE_account
335837698,250,54,153,7,0,it,14-02-15 10:54,2.833333333,TRUE_account
336406661,1681,148,232,6,0,it,14-02-15 10:54,1.567567568,TRUE_account
337161930,3717,225,290,21,3,it,14-02-15 10:54,1.288888889,TRUE_account
338284756,199,31,121,1,0,it,14-02-15 10:54,3.903225806,TRUE_account
339058002,402,30,58,95,0,it,14-02-15 10:54,1.933333333,TRUE_account
340346783,2453,333,678,1510,2,it,14-02-15 10:54,2.036036036,TRUE_account
340364061,6595,51,317,0,1,it,14-02-15 10:54,6.215686275,TRUE_account
340396112,219,263,1627,4,6,en,14-02-15 10:54,6.186311787,TRUE_account
340951450,991,55,100,9,0,it,14-02-15 10:54,1.818181818,TRUE_account
341339579,2549,138,181,519,0,it,14-02-15 10:54,1.311594203,TRUE_account
343307517,344,24,99,14,0,it,14-02-15 10:54,4.125,TRUE_account
343473585,657,55,90,1,1,it,14-02-15 10:54,1.636363636,TRUE_account
344525772,2464,124,186,645,2,it,14-02-15 10:54,1.5,TRUE_account
346829273,812,113,578,8,0,it,14-02-15 10:54,5.115044248,TRUE_account
347274232,1142,176,494,3,1,it,14-02-15 10:54,2.806818182,TRUE_account
348430064,399,21,80,1,0,it,14-02-15 10:54,3.80952381,TRUE_account
348981732,144,121,23,0,0,it,14-02-15 10:54,0.190082645,TRUE_account
349204176,2437,1594,1994,363,10,it,14-02-15 10:54,1.250941029,TRUE_account
349626625,6991,1001,614,2401,6,it,14-02-15 10:54,0.613386613,TRUE_account
349929809,1045,66,125,29,0,it,14-02-15 10:54,1.893939394,TRUE_account
350160058,862,237,237,41,4,it,14-02-15 10:54,1,TRUE_account
350244854,1181,80,279,0,1,it,14-02-15 10:54,3.4875,TRUE_account
350791585,106,27,192,7,0,it,14-02-15 10:54,7.111111111,TRUE_account
351555225,17158,895,1012,157,11,it,14-02-15 10:54,1.130726257,TRUE_account
353011489,2517,54,125,1,0,it,14-02-15 10:54,2.314814815,TRUE_account
353768504,11092,591,723,1318,4,it,14-02-15 10:54,1.223350254,TRUE_account
354796858,92,24,118,4,0,it,14-02-15 10:54,4.916666667,TRUE_account
354818247,635,28,77,46,0,it,14-02-15 10:54,2.75,TRUE_account
355600495,2417,111,21,0,0,it,14-02-15 10:54,0.189189189,TRUE_account
357129429,1121,120,155,6,0,it,14-02-15 10:54,1.291666667,TRUE_account
358733502,47,25,112,8,0,it,14-02-15 10:54,4.48,TRUE_account
359926634,1421,30,84,121,0,it,14-02-15 10:54,2.8,TRUE_account
360547500,8021,1082,1225,142,0,it,14-02-15 10:54,1.132162662,TRUE_account
361097511,18427,797,925,2431,10,it,14-02-15 10:54,1.160602258,TRUE_account
361746019,253,47,122,2,0,it,14-02-15 10:54,2.595744681,TRUE_account
361784332,2032,184,632,14,0,it,14-02-15 10:54,3.434782609,TRUE_account
362993719,231,102,203,1,1,it,14-02-15 10:54,1.990196078,TRUE_account
363251033,2177,178,648,186,0,it,14-02-15 10:54,3.640449438,TRUE_account
363830865,2487,196,329,588,1,it,14-02-15 10:54,1.678571429,TRUE_account
364111442,248,85,401,5,0,it,14-02-15 10:54,4.717647059,TRUE_account
364277230,262,71,110,5,0,it,14-02-15 10:54,1.549295775,TRUE_account
364323869,992,199,297,81,1,it,14-02-15 10:54,1.492462312,TRUE_account
364776732,460,99,341,15,0,it,14-02-15 10:54,3.444444444,TRUE_account
364805437,1049,67,162,18,2,it,14-02-15 10:54,2.417910448,TRUE_account
364851614,2130,124,643,43,0,it,14-02-15 10:54,5.185483871,TRUE_account
365372541,3701,501,528,1348,2,it,14-02-15 10:54,1.053892216,TRUE_account
365383515,3061,86,95,6,0,it,14-02-15 10:54,1.104651163,TRUE_account
365440652,41,42,79,1,0,it,14-02-15 10:54,1.880952381,TRUE_account
365622635,1396,175,327,68,4,en,14-02-15 10:54,1.868571429,TRUE_account
365665311,1784,70,209,303,1,it,14-02-15 10:54,2.985714286,TRUE_account
366116632,2317,378,380,100,0,it,14-02-15 10:54,1.005291005,TRUE_account
367240411,764,120,269,94,2,it,14-02-15 10:54,2.241666667,TRUE_account
368540321,72,21,45,0,0,it,14-02-15 10:54,2.142857143,TRUE_account
368579486,155,26,51,0,0,it,14-02-15 10:54,1.961538462,TRUE_account
369537903,4001,639,355,894,1,it,14-02-15 10:54,0.555555556,TRUE_account
370193929,410,30,407,0,0,it,14-02-15 10:54,13.56666667,TRUE_account
370625229,1448,344,548,2,6,it,14-02-15 10:54,1.593023256,TRUE_account
370850929,807,99,366,147,2,it,14-02-15 10:54,3.696969697,TRUE_account
373579998,411,31,139,29,1,it,14-02-15 10:54,4.483870968,TRUE_account
373947833,528,822,170,5,17,it,14-02-15 10:54,0.206812652,TRUE_account
374062715,184,41,140,21,0,en,14-02-15 10:54,3.414634146,TRUE_account
374488191,1066,239,775,61,0,it,14-02-15 10:54,3.242677824,TRUE_account
375209946,975,35,104,0,1,it,14-02-15 10:54,2.971428571,TRUE_account
376425777,585,92,110,4,0,it,14-02-15 10:54,1.195652174,TRUE_account
376677633,587,115,243,48,1,it,14-02-15 10:54,2.113043478,TRUE_account
376705770,1034,222,389,37,1,en,14-02-15 10:54,1.752252252,TRUE_account
377389027,5804,562,626,29,1,it,14-02-15 10:54,1.113879004,TRUE_account
377914761,960,172,535,108,2,it,14-02-15 10:54,3.110465116,TRUE_account
378009515,18,26,99,0,0,it,14-02-15 10:54,3.807692308,TRUE_account
379114417,1747,174,307,13,1,it,14-02-15 10:54,1.764367816,TRUE_account
379260334,107,56,161,2,0,it,14-02-15 10:54,2.875,TRUE_account
380015773,1579,256,457,2046,1,it,14-02-15 10:54,1.78515625,TRUE_account
380172348,2775,211,388,178,7,it,14-02-15 10:54,1.838862559,TRUE_account
380319760,5351,448,1108,261,3,it,14-02-15 10:54,2.473214286,TRUE_account
381030516,19775,1781,1275,3785,10,it,14-02-15 10:54,0.715889949,TRUE_account
381666513,2697,282,525,16,6,it,14-02-15 10:54,1.861702128,TRUE_account
381950248,1049,50,304,8,0,it,14-02-15 10:54,6.08,TRUE_account
381960133,882,44,168,30,0,it,14-02-15 10:54,3.818181818,TRUE_account
382178634,939,130,335,81,0,it,14-02-15 10:54,2.576923077,TRUE_account
382271109,211,76,171,2,0,en,14-02-15 10:54,2.25,TRUE_account
383292062,222,125,300,20,0,it,14-02-15 10:54,2.4,TRUE_account
383387954,1066,188,227,0,2,it,14-02-15 10:54,1.207446809,TRUE_account
383825758,295,96,233,6,0,it,14-02-15 10:54,2.427083333,TRUE_account
384753006,444,108,497,4,0,it,14-02-15 10:54,4.601851852,TRUE_account
384932218,600,77,436,47,0,it,14-02-15 10:54,5.662337662,TRUE_account
385868840,1613,836,1996,10,22,it,14-02-15 10:54,2.387559809,TRUE_account
386034126,1962,1419,337,5,9,fr,14-02-15 10:54,0.237491191,TRUE_account
386779723,358,161,700,9,2,it,14-02-15 10:54,4.347826087,TRUE_account
387718926,5206,172,337,10,2,it,14-02-15 10:54,1.959302326,TRUE_account
387971079,745,96,308,13,2,it,14-02-15 10:54,3.208333333,TRUE_account
388348486,2226,308,816,18,1,it,14-02-15 10:54,2.649350649,TRUE_account
388842116,8685,670,967,464,6,it,14-02-15 10:54,1.443283582,TRUE_account
389400082,868,164,351,36,1,it,14-02-15 10:54,2.140243902,TRUE_account
